"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27101","Murray County, MN","4,340","0","322","46","7.4","1.1","4,018","46","92.6","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27103","Nicollet County, MN","18,976","0","902","135","4.8","0.7","18,074","135","95.2","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27105","Nobles County, MN","12,157","0","1,567","210","12.9","1.7","10,590","210","87.1","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27107","Norman County, MN","3,524","0","245","36","7.0","1.0","3,279","36","93.0","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27109","Olmsted County, MN","93,224","0","4,240","550","4.5","0.6","88,984","550","95.5","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27111","Otter Tail County, MN","31,688","0","1,908","232","6.0","0.7","29,780","232","94.0","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27113","Pennington County, MN","8,267","0","403","62","4.9","0.7","7,864","62","95.1","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27115","Pine County, MN","16,087","0","1,278","167","7.9","1.0","14,809","167","92.1","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27117","Pipestone County, MN","4,786","0","473","64","9.9","1.3","4,313","64","90.1","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27119","Polk County, MN","17,576","0","1,071","141","6.1","0.8","16,505","141","93.9","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27121","Pope County, MN","6,077","0","341","49","5.6","0.8","5,736","49","94.4","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27123","Ramsey County, MN","331,522","0","23,762","2,127","7.2","0.6","307,760","2,127","92.8","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27125","Red Lake County, MN","2,191","0","141","20","6.4","0.9","2,050","20","93.6","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27127","Redwood County, MN","8,175","0","680","89","8.3","1.1","7,495","89","91.7","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27129","Renville County, MN","8,095","0","601","80","7.4","1.0","7,494","80","92.6","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27131","Rice County, MN","35,131","0","2,471","327","7.0","0.9","32,660","327","93.0","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27133","Rock County, MN","5,103","0","288","42","5.6","0.8","4,815","42","94.4","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27135","Roseau County, MN","8,818","0","537","76","6.1","0.9","8,281","76","93.9","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27137","St. Louis County, MN","118,057","0","6,956","785","5.9","0.7","111,101","785","94.1","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27139","Scott County, MN","90,794","0","4,042","525","4.5","0.6","86,752","525","95.5","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27141","Sherburne County, MN","58,454","0","2,473","354","4.2","0.6","55,981","354","95.8","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27143","Sibley County, MN","8,697","0","619","85","7.1","1.0","8,078","85","92.9","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27145","Stearns County, MN","93,402","0","5,704","698","6.1","0.7","87,698","698","93.9","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27147","Steele County, MN","21,018","0","1,180","176","5.6","0.8","19,838","176","94.4","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27149","Stevens County, MN","5,178","0","294","46","5.7","0.9","4,884","46","94.3","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27151","Swift County, MN","5,114","0","408","59","8.0","1.2","4,706","59","92.0","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27153","Todd County, MN","13,290","0","1,138","143","8.6","1.1","12,152","143","91.4","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27155","Traverse County, MN","1,767","0","145","21","8.2","1.2","1,622","21","91.8","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27157","Wabasha County, MN","12,185","0","744","103","6.1","0.8","11,441","103","93.9","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27159","Wadena County, MN","7,264","0","543","76","7.5","1.0","6,721","76","92.5","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27161","Waseca County, MN","10,237","0","595","89","5.8","0.9","9,642","89","94.2","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27163","Washington County, MN","155,430","0","5,867","708","3.8","0.5","149,563","708","96.2","0.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27165","Watonwan County, MN","6,042","0","662","94","11.0","1.6","5,380","94","89.0","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27167","Wilkin County, MN","3,632","0","180","27","5.0","0.7","3,452","27","95.0","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27169","Winona County, MN","29,845","0","1,711","271","5.7","0.9","28,134","271","94.3","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27171","Wright County, MN","81,286","0","3,742","471","4.6","0.6","77,544","471","95.4","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","27173","Yellow Medicine County, MN","5,479","0","344","50","6.3","0.9","5,135","50","93.7","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28000","Mississippi","1,729,736","0","319,409","11,128","18.5","0.6","1,410,327","11,128","81.5","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28001","Adams County, MS","16,884","0","3,519","423","20.8","2.5","13,365","423","79.2","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28003","Alcorn County, MS","21,219","0","4,261","469","20.1","2.2","16,958","469","79.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28005","Amite County, MS","6,860","0","1,395","166","20.3","2.4","5,465","166","79.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28007","Attala County, MS","10,142","0","1,934","227","19.1","2.2","8,208","227","80.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28009","Benton County, MS","4,902","0","948","120","19.3","2.4","3,954","120","80.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28011","Bolivar County, MS","17,214","0","3,684","423","21.4","2.5","13,530","423","78.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28013","Calhoun County, MS","8,284","0","1,940","211","23.4","2.5","6,344","211","76.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28015","Carroll County, MS","5,422","0","1,032","123","19.0","2.3","4,390","123","81.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28017","Chickasaw County, MS","9,574","0","2,116","255","22.1","2.7","7,458","255","77.9","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28019","Choctaw County, MS","4,653","0","789","105","17.0","2.3","3,864","105","83.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28021","Claiborne County, MS","4,446","0","855","118","19.2","2.7","3,591","118","80.8","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28023","Clarke County, MS","8,936","0","1,727","206","19.3","2.3","7,209","206","80.7","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28025","Clay County, MS","11,236","0","2,107","264","18.8","2.3","9,129","264","81.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28027","Coahoma County, MS","12,527","0","2,428","305","19.4","2.4","10,099","305","80.6","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28029","Copiah County, MS","16,409","0","3,248","374","19.8","2.3","13,161","374","80.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28031","Covington County, MS","11,015","0","2,234","278","20.3","2.5","8,781","278","79.7","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28033","DeSoto County, MS","111,854","0","17,174","1,664","15.4","1.5","94,680","1,664","84.6","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28035","Forrest County, MS","45,182","0","8,919","1,017","19.7","2.3","36,263","1,017","80.3","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28037","Franklin County, MS","4,422","0","789","96","17.8","2.2","3,633","96","82.2","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28039","George County, MS","13,833","0","2,726","311","19.7","2.2","11,107","311","80.3","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28041","Greene County, MS","6,450","0","1,198","146","18.6","2.3","5,252","146","81.4","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28043","Grenada County, MS","12,082","0","2,170","269","18.0","2.2","9,912","269","82.0","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28045","Hancock County, MS","28,237","0","5,419","633","19.2","2.2","22,818","633","80.8","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28047","Harrison County, MS","122,130","0","24,879","2,175","20.4","1.8","97,251","2,175","79.6","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28049","Hinds County, MS","138,990","0","23,433","2,147","16.9","1.5","115,557","2,147","83.1","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28051","Holmes County, MS","9,519","0","1,873","250","19.7","2.6","7,646","250","80.3","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28053","Humphreys County, MS","4,646","0","950","116","20.4","2.5","3,696","116","79.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28055","Issaquena County, MS","660","0","134","19","20.3","2.9","526","19","79.7","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28057","Itawamba County, MS","13,498","0","2,685","320","19.9","2.4","10,813","320","80.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28059","Jackson County, MS","86,466","0","15,929","1,543","18.4","1.8","70,537","1,543","81.6","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28061","Jasper County, MS","9,313","0","1,693","214","18.2","2.3","7,620","214","81.8","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28063","Jefferson County, MS","3,962","0","854","109","21.6","2.8","3,108","109","78.4","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28065","Jefferson Davis County, MS","6,403","0","1,587","178","24.8","2.8","4,816","178","75.2","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28067","Jones County, MS","38,441","0","7,929","866","20.6","2.3","30,512","866","79.4","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28069","Kemper County, MS","5,056","0","1,178","138","23.3","2.7","3,878","138","76.7","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28071","Lafayette County, MS","32,242","0","5,507","703","17.1","2.2","26,735","703","82.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28073","Lamar County, MS","38,255","0","6,064","733","15.9","1.9","32,191","733","84.1","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28075","Lauderdale County, MS","41,698","0","6,974","796","16.7","1.9","34,724","796","83.3","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28077","Lawrence County, MS","7,177","0","1,317","156","18.4","2.2","5,860","156","81.6","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28079","Leake County, MS","12,571","0","3,022","333","24.0","2.6","9,549","333","76.0","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28081","Lee County, MS","50,759","0","9,094","947","17.9","1.9","41,665","947","82.1","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28083","Leflore County, MS","15,603","0","2,956","379","18.9","2.4","12,647","379","81.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28085","Lincoln County, MS","20,059","0","3,859","439","19.2","2.2","16,200","439","80.8","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28087","Lowndes County, MS","34,678","0","6,303","720","18.2","2.1","28,375","720","81.8","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28089","Madison County, MS","64,095","0","7,720","832","12.0","1.3","56,375","832","88.0","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28091","Marion County, MS","13,895","0","3,027","346","21.8","2.5","10,868","346","78.2","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28093","Marshall County, MS","20,128","0","3,545","430","17.6","2.1","16,583","430","82.4","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28095","Monroe County, MS","20,546","0","4,040","443","19.7","2.2","16,506","443","80.3","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28097","Montgomery County, MS","5,583","0","993","131","17.8","2.3","4,590","131","82.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28099","Neshoba County, MS","16,335","0","3,822","416","23.4","2.5","12,513","416","76.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28101","Newton County, MS","11,888","0","2,538","285","21.3","2.4","9,350","285","78.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28103","Noxubee County, MS","6,111","0","1,403","165","23.0","2.7","4,708","165","77.0","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28105","Oktibbeha County, MS","30,514","0","5,624","758","18.4","2.5","24,890","758","81.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28107","Panola County, MS","20,224","0","3,923","463","19.4","2.3","16,301","463","80.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28109","Pearl River County, MS","31,425","0","6,023","676","19.2","2.2","25,402","676","80.8","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28111","Perry County, MS","7,058","0","1,491","177","21.1","2.5","5,567","177","78.9","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28113","Pike County, MS","21,831","0","4,712","539","21.6","2.5","17,119","539","78.4","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28115","Pontotoc County, MS","18,637","0","3,752","421","20.1","2.3","14,885","421","79.9","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28117","Prentiss County, MS","14,334","0","2,947","350","20.6","2.4","11,387","350","79.4","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28119","Quitman County, MS","4,134","0","887","110","21.5","2.7","3,247","110","78.5","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28121","Rankin County, MS","90,352","0","12,041","1,244","13.3","1.4","78,311","1,244","86.7","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28123","Scott County, MS","16,349","0","4,266","440","26.1","2.7","12,083","440","73.9","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28125","Sharkey County, MS","2,462","0","536","68","21.8","2.8","1,926","68","78.2","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28127","Simpson County, MS","15,580","0","3,310","384","21.2","2.5","12,270","384","78.8","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28129","Smith County, MS","9,169","0","1,868","214","20.4","2.3","7,301","214","79.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28131","Stone County, MS","10,032","0","1,967","236","19.6","2.4","8,065","236","80.4","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28133","Sunflower County, MS","12,566","0","2,524","308","20.1","2.5","10,042","308","79.9","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28135","Tallahatchie County, MS","6,757","0","1,280","162","18.9","2.4","5,477","162","81.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28137","Tate County, MS","16,255","0","3,338","371","20.5","2.3","12,917","371","79.5","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28139","Tippah County, MS","12,728","0","2,669","305","21.0","2.4","10,059","305","79.0","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28141","Tishomingo County, MS","11,182","0","2,257","266","20.2","2.4","8,925","266","79.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28143","Tunica County, MS","5,720","0","956","154","16.7","2.7","4,764","154","83.3","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28145","Union County, MS","16,616","0","3,327","376","20.0","2.3","13,289","376","80.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28147","Walthall County, MS","8,292","0","1,832","219","22.1","2.6","6,460","219","77.9","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28149","Warren County, MS","27,262","0","4,474","544","16.4","2.0","22,788","544","83.6","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28151","Washington County, MS","25,741","0","5,194","589","20.2","2.3","20,547","589","79.8","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28153","Wayne County, MS","11,823","0","2,521","293","21.3","2.5","9,302","293","78.7","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28155","Webster County, MS","5,721","0","1,038","133","18.1","2.3","4,683","133","81.9","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28157","Wilkinson County, MS","4,362","0","946","117","21.7","2.7","3,416","117","78.3","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28159","Winston County, MS","10,085","0","2,071","241","20.5","2.4","8,014","241","79.5","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28161","Yalobusha County, MS","7,099","0","1,221","155","17.2","2.2","5,878","155","82.8","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","28163","Yazoo County, MS","12,936","0","2,494","294","19.3","2.3","10,442","294","80.7","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29000","Missouri","3,604,624","0","488,464","12,923","13.6","0.4","3,116,160","12,923","86.4","0.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29001","Adair County, MO","14,346","0","2,146","288","15.0","2.0","12,200","288","85.0","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29003","Andrew County, MO","10,336","0","1,139","147","11.0","1.4","9,197","147","89.0","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29005","Atchison County, MO","2,811","0","404","52","14.4","1.8","2,407","52","85.6","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29007","Audrain County, MO","13,354","0","1,996","245","14.9","1.8","11,358","245","85.1","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29009","Barry County, MO","20,187","0","4,379","448","21.7","2.2","15,808","448","78.3","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29011","Barton County, MO","6,601","0","1,173","143","17.8","2.2","5,428","143","82.2","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29013","Bates County, MO","9,250","0","1,437","170","15.5","1.8","7,813","170","84.5","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29015","Benton County, MO","9,934","0","1,852","206","18.6","2.1","8,082","206","81.4","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29017","Bollinger County, MO","7,049","0","1,326","153","18.8","2.2","5,723","153","81.2","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29019","Boone County, MO","113,887","0","13,993","1,512","12.3","1.3","99,894","1,512","87.7","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29021","Buchanan County, MO","51,023","0","7,543","820","14.8","1.6","43,480","820","85.2","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29023","Butler County, MO","24,271","0","3,844","459","15.8","1.9","20,427","459","84.2","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29025","Caldwell County, MO","5,018","0","735","89","14.6","1.8","4,283","89","85.4","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29027","Callaway County, MO","25,032","0","3,495","416","14.0","1.7","21,537","416","86.0","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29029","Camden County, MO","24,620","0","4,455","490","18.1","2.0","20,165","490","81.9","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29031","Cape Girardeau County, MO","45,982","0","6,221","731","13.5","1.6","39,761","731","86.5","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29033","Carroll County, MO","4,805","0","738","92","15.4","1.9","4,067","92","84.6","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29035","Carter County, MO","3,408","0","646","80","19.0","2.3","2,762","80","81.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29037","Cass County, MO","61,902","0","7,429","782","12.0","1.3","54,473","782","88.0","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29039","Cedar County, MO","7,390","0","1,386","171","18.8","2.3","6,004","171","81.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29041","Chariton County, MO","3,916","0","580","72","14.8","1.8","3,336","72","85.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29043","Christian County, MO","51,391","0","7,040","787","13.7","1.5","44,351","787","86.3","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29045","Clark County, MO","3,840","0","645","80","16.8","2.1","3,195","80","83.2","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29047","Clay County, MO","151,831","0","16,172","1,649","10.7","1.1","135,659","1,649","89.3","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29049","Clinton County, MO","11,974","0","1,332","172","11.1","1.4","10,642","172","88.9","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29051","Cole County, MO","42,783","0","4,935","601","11.5","1.4","37,848","601","88.5","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29053","Cooper County, MO","9,356","0","1,221","148","13.1","1.6","8,135","148","86.9","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29055","Crawford County, MO","13,680","0","2,426","277","17.7","2.0","11,254","277","82.3","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29057","Dade County, MO","4,192","0","744","91","17.7","2.2","3,448","91","82.3","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29059","Dallas County, MO","9,336","0","1,862","211","19.9","2.3","7,474","211","80.1","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29061","Daviess County, MO","4,376","0","890","98","20.3","2.2","3,486","98","79.7","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29063","DeKalb County, MO","5,124","0","672","87","13.1","1.7","4,452","87","86.9","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29065","Dent County, MO","8,566","0","1,641","190","19.2","2.2","6,925","190","80.8","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29067","Douglas County, MO","7,123","0","1,358","174","19.1","2.4","5,765","174","80.9","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29069","Dunklin County, MO","16,053","0","3,092","326","19.3","2.0","12,961","326","80.7","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29071","Franklin County, MO","61,879","0","8,102","864","13.1","1.4","53,777","864","86.9","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29073","Gasconade County, MO","8,324","0","1,256","154","15.1","1.9","7,068","154","84.9","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29075","Gentry County, MO","3,654","0","600","76","16.4","2.1","3,054","76","83.6","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29077","Greene County, MO","174,478","0","25,711","2,298","14.7","1.3","148,767","2,298","85.3","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29079","Grundy County, MO","5,239","0","883","112","16.9","2.1","4,356","112","83.1","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29081","Harrison County, MO","4,460","0","755","94","16.9","2.1","3,705","94","83.1","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29083","Henry County, MO","12,199","0","1,859","221","15.2","1.8","10,340","221","84.8","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29085","Hickory County, MO","4,715","0","953","120","20.2","2.5","3,762","120","79.8","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29087","Holt County, MO","2,374","0","341","44","14.4","1.9","2,033","44","85.6","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29089","Howard County, MO","5,403","0","823","106","15.2","2.0","4,580","106","84.8","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29091","Howell County, MO","22,346","0","3,793","444","17.0","2.0","18,553","444","83.0","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29093","Iron County, MO","5,724","0","883","109","15.4","1.9","4,841","109","84.6","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29095","Jackson County, MO","426,318","0","63,756","4,015","15.0","0.9","362,562","4,015","85.0","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29097","Jasper County, MO","70,032","0","13,182","1,228","18.8","1.8","56,850","1,228","81.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29099","Jefferson County, MO","138,523","0","18,359","1,683","13.3","1.2","120,164","1,683","86.7","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29101","Johnson County, MO","32,399","0","3,959","499","12.2","1.5","28,440","499","87.8","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29103","Knox County, MO","2,115","0","431","54","20.4","2.6","1,684","54","79.6","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29105","Laclede County, MO","20,296","0","3,318","393","16.3","1.9","16,978","393","83.7","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29107","Lafayette County, MO","18,795","0","2,454","294","13.1","1.6","16,341","294","86.9","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29109","Lawrence County, MO","21,567","0","4,100","449","19.0","2.1","17,467","449","81.0","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29111","Lewis County, MO","5,332","0","693","93","13.0","1.7","4,639","93","87.0","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29113","Lincoln County, MO","35,210","0","4,884","552","13.9","1.6","30,326","552","86.1","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29115","Linn County, MO","6,643","0","1,105","133","16.6","2.0","5,538","133","83.4","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29117","Livingston County, MO","7,373","0","1,061","131","14.4","1.8","6,312","131","85.6","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29119","McDonald County, MO","13,452","0","3,362","334","25.0","2.5","10,090","334","75.0","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29121","Macon County, MO","8,193","0","1,317","163","16.1","2.0","6,876","163","83.9","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","29123","Madison County, MO","6,975","0","1,113","140","16.0","2.0","5,862","140","84.0","2.0"
